MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.344765758301686,0.9821426581785085,0.6285594533305364,-0.15375758957963176,-0.9744285971768438,-0.04959653614560255,1.0525482830366064,-1.3278352216322693,4.526
2.3322379635373007,-0.6070189133741599,0.3270413575448091,-0.26333577077118564,0.8614388682720715,-0.09251223020604772,1.0431845516456146,-1.3228439144622546,3.585
1.7826994032844703,1.8561815225324763,1.155620465681729,-0.049016358928389306,-0.8207773518723169,-0.025842527794875562,1.0385026859501205,-1.3328265288022767,3.521
0.9329675088245615,1.8561815225324763,0.1569660820761423,-0.04983291824964879,-0.7660280575684051,-0.050329301225960625,1.0385026859501205,-1.3378178359722914,3.413
-0.012880995886464651,1.8561815225324763,0.34471079935167387,-0.032905864211652536,-0.7598466856308667,-0.08561575927708891,1.0385026859501205,-1.3378178359722914,3.422
0.0874466378148665,1.8561815225324763,-0.2697296592867551,0.014669344901595905,-0.8940707619888442,-0.08961841834804161,1.0385026859501205,-1.3378178359722914,2.697
-0.11136630682832735,1.8561815225324763,-0.20091769727251274,-0.30663319932899125,-0.2927115777797478,-0.09072490085824626,1.0338208202546264,-1.3378178359722914,2.992
-0.3951366495795735,1.8561815225324763,-0.25523193267039274,-0.07354166134925934,-0.23707923034190187,-0.12347647112857547,1.0338208202546264,-1.3378178359722914,2.414
-0.9423591469347871,1.061600736756142,-0.458702574345083,0.04425392871991886,-0.19380962677913283,-0.10049920162528148,1.0338208202546264,-1.342809143142306,2.267
-0.09446957523434674,1.8561815225324763,-0.18528315780534454,-0.22468708867200776,0.11084370442811861,-0.08650141812972159,1.0338208202546264,-1.3378178359722914,2.611
-0.35139464349048327,1.8561815225324763,0.01964833220334948,-0.036026971994088976,-0.45519335442361525,-0.07769971749617209,1.0385026859501205,-1.342809143142306,2.815
-0.3159167709224365,1.8561815225324763,-0.2653557555646424,-0.15225170670834695,0.06934020713321769,-0.09836594568187157,1.0385026859501205,-1.342809143142306,2.418
-0.4188236564870231,1.8561815225324763,-0.04298516714614604,-0.1769460796675239,-0.28917936524401155,-0.0697588491643787,1.0385026859501205,-1.342809143142306,2.135
-0.6301117581014737,1.8561815225324763,-0.5775805815362736,0.00216501618378161,-0.9541183750963603,-0.10474847893517536,1.0338208202546264,-1.342809143142306,1.913
-1.028527214284776,1.8561815225324763,-0.4713189822050513,-0.183578486509867,-0.18851130797552845,-0.10743675682408776,1.0385026859501205,-1.342809143142306,1.592
-0.9188826911998481,1.6972653653772094,-0.47959628469989835,-0.05213227506564921,-0.6432836719515704,-0.04145118612734926,1.0385026859501205,-1.342809143142306,1.4
-0.5767370358700206,1.8561815225324763,0.2063677994212214,-0.10199798406118925,-0.5585105710939005,-0.0649815035246255,1.0385026859501205,-1.3478004503123133,1.525
-0.921409305269976,1.8561815225324763,-0.5562374673738949,-0.27364131803733177,-0.6865532755143395,-0.08974190540949835,1.0385026859501205,-1.3478004503123133,1.555
-0.9893646961977925,1.6972653653772094,-0.034486831260910684,-0.022697424241978098,-0.3845491037088903,-0.06815910205475977,1.0338208202546264,-1.342809143142306,1.587
-0.6671161266702227,1.8561815225324763,0.014734492839615134,-0.027513828089003517,-0.6494650438891089,-0.0540704000362252,1.0338208202546264,-1.3478004503123133,1.629
-1.3227198400753,0.9026845796008751,-0.36574856631245306,0.02481240939038197,-0.8976029745245804,-0.05842591393917036,1.0385026859501205,-1.3478004503123133,1.475
-1.135487209920193,1.061600736756142,-0.3843226190260047,-0.19823387384657265,-0.4384153448788681,-0.05126267576274464,1.0385026859501205,-1.3478004503123133,1.598
-1.1294338637105112,1.8561815225324763,-0.13449887105128372,0.07411702849469003,-0.36247277536053873,-0.09120379587788534,1.0338208202546264,-1.3478004503123133,1.139
-0.8896160782208659,1.8561815225324763,-0.09504560588513915,-0.12608599140808036,-0.5055273830578568,-0.0429470876071653,1.0338208202546264,-1.3478004503123133,0.997
-0.6688531738434356,1.8561815225324763,-0.06420787939118877,-0.12899389400393604,-0.37042025356594527,-0.06612577157912093,1.0338208202546264,-1.3478004503123133,1.326
-0.7721285239599159,0.9821426581785085,-0.377186226556838,-0.1330698190110216,-0.9788438628465141,-0.03916787278346415,1.0385026859501205,-1.352791757482328,1.075
-0.7427039976015506,1.617807286799576,-0.2833202089241046,-0.1598538662624317,-0.7227584540056361,-0.051118480019618245,1.0385026859501205,-1.352791757482328,0.938
-1.0857444954145488,1.8561815225324763,-0.26196995287250807,-0.07643341797252515,-0.2856471527082753,-0.02838843204905197,1.0385026859501205,-1.352791757482328,1.055
-1.172912680833963,1.6972653653772094,-0.41522288038297744,-0.11923631733814292,-0.26003861182418747,-0.06542921927722983,1.0338208202546264,-1.352791757482328,1.089
-1.1491730361333858,1.8561815225324763,-0.29334710111656237,-0.13592987945829513,-0.9099657183996572,-0.05028675357613338,1.0338208202546264,-1.352791757482328,1.32
-1.0228949704201156,1.617807286799576,-0.14559425699177775,0.18118726724547854,-0.49669685171851613,-0.0758330153799478,1.0338208202546264,-1.352791757482328,1.223
-1.0049454829635815,1.8561815225324763,-0.22105438581956446,-0.012602257060477979,-0.2273656458686272,-0.04064483865371773,1.0338208202546264,-1.352791757482328,1.152
-1.0915872904517196,1.5383492082219425,0.12461583825455612,0.26212394234993436,-0.35275919088726404,-0.0007672585489879601,1.0338208202546264,-1.3478004503123133,1.104
-1.3136661396573415,1.617807286799576,-0.16111009190537304,0.0333126762003501,-0.5929496433173289,-0.07499297111609252,1.0291389545591287,-1.3478004503123133,1.049
-0.600266129398087,1.7767234439548427,-0.1847065107555366,-0.05439894734979497,-0.1478908638145616,-0.06967593986625094,1.0291389545591287,-1.3478004503123133,1.097
-1.2551855514925048,1.617807286799576,-0.3341508440834036,-0.060125277330794105,-0.7554314199611963,-0.08777026608189396,1.0291389545591287,-1.3478004503123133,0.972
-1.459893928965997,1.5383492082219425,-0.25120641633864116,0.12324359816370135,-0.38719826311069244,-0.04155845588175995,1.0291389545591287,-1.3478004503123133,1.045
-1.2950849986832753,1.8561815225324763,-0.678877622899685,-0.27206875674850106,-0.4631408326290218,-0.08039085227697892,1.0291389545591287,-1.352791757482328,1.039
-0.20564059431997678,1.8561815225324763,-0.2714985669041985,-0.06059088911322966,-0.650348097023043,-0.08096457296419388,1.0291389545591287,-1.342809143142306,1.914
-0.6742222287424576,1.8561815225324763,-0.7819960973500909,-0.14639457764080357,-0.0428075408764082,-0.10516350191603337,1.0291389545591287,-1.342809143142306,1.76
-0.9332001709305733,1.8561815225324763,-0.49060401424955424,-0.07578751468072281,-0.423403441601989,-0.06506177505424378,1.0291389545591287,-1.342809143142306,1.554
-1.3609348778859855,1.7767234439548427,-0.6749746115242369,0.3214202042897264,-0.8022332360597016,-0.0957413135192855,1.0291389545591287,-1.342809143142306,1.5
-1.4978984156041717,1.617807286799576,-0.6695380664640622,-0.05885654681251694,-0.8508011584260751,-0.060294906318830686,1.0338208202546264,-1.342809143142306,1.188
0.049284237797308686,1.8561815225324763,-0.2550489377832051,-0.16136997268929335,-0.8463858927564047,-0.06856182872541612,1.0338208202546264,-1.342809143142306,1.888
-0.4517222771918142,1.8561815225324763,-0.1969266886466736,-0.06669486823365277,-0.6759566379071308,-0.07802782126349657,1.0291389545591287,-1.342809143142306,1.844
-0.6284273487213883,1.8561815225324763,-0.44214678905039345,0.005911149760296431,-0.6247395561389552,-0.11468295573351427,1.0291389545591287,-1.342809143142306,1.823
-0.9709941063962373,1.6972653653772094,-0.6985702375394129,-0.07905607216929472,-0.7148109758002296,-0.10055456249703149,1.0291389545591287,-1.342809143142306,1.425
-1.124275359984,1.1410588153337755,-0.5855684318218476,0.28809160395942174,-0.7660280575684051,-0.08329851649367705,1.0244570888636346,-1.3478004503123133,1.375
-1.537060933691155,0.9026845796008751,-0.6179991039812783,0.25759656270870673,-0.8852402306495035,-0.041104704820602675,1.0244570888636346,-1.342809143142306,1.875
-1.1031149671466784,0.9026845796008751,-1.1080736886269615,-0.06612002902965232,-0.6406345125497683,-0.10418253850673267,1.0244570888636346,-1.3478004503123133,1.125
-1.5522206181119227,-0.6070189133741599,-1.3674950841144495,-0.1317338181719533,-0.6097276528620761,-0.1340843499108908,1.0244570888636346,-1.3478004503123133,1.719
-1.2455001975570141,1.1410588153337755,-0.33924040004238754,0.050048537675254086,-0.32185233119957185,-0.04465478284691237,1.0244570888636346,-1.3478004503123133,0.938
-1.4527351891006344,0.9821426581785085,-0.3861539682897923,0.1857927590268238,0.471129383073216,-0.03368271051292562,1.0244570888636346,-1.3478004503123133,0.975
-1.3807793258951153,1.8561815225324763,-0.5472666897025199,0.0914220456163488,-0.23266396467223158,-0.015950161950799926,1.0244570888636346,-1.3478004503123133,1.042
-1.1900726013935823,1.8561815225324763,-0.16472185441562373,-0.18588642026650382,-0.6397514594158342,-0.005976571919994059,1.0244570888636346,-1.352791757482328,0.875
-1.2945586207519988,1.8561815225324763,-0.458162219766941,0.016607544414594774,-0.750133101157592,-0.04356654568432846,1.0244570888636346,-1.352791757482328,0.831
-1.2448685440394822,1.8561815225324763,-0.26234731767947944,0.03227259441377416,-0.7095126569966251,-0.06442555117335895,1.0244570888636346,-1.352791757482328,0.875
